sb56;sb80;null;[sb35,554.0,57.0,38.0,31.0]
sb25;null;sb35;[sb56,611.0,119.0,17.0,63.0]
sb59;null;sb56;[sb25,215.0,49.0,54.0,39.0]
sb19;null;sb25;[sb59,692.0,121.0,50.0,37.0]
sb4;null;sb59;[sb19,810.0,0.0,31.0,50.0]
sb6;null;sb19;[sb4,198.0,0.0,29.0,19.0]
sb38;null;sb4;[sb6,266.0,0.0,40.0,18.0]
sb60;null;sb6;[sb38,644.0,52.0,23.0,57.0]
sb16;null;sb38;[sb60,742.0,121.0,40.0,23.0]
sb33;null;sb60;[sb16,682.0,0.0,36.0,57.0]
sb73;null;sb16;[sb33,505.0,57.0,22.0,35.0]
sb82;null;sb33;[sb73,587.0,182.0,61.0,67.0]
null;null;sb73;[sb82,152.0,194.0,47.0,57.0]
sb79;sb76;sb35;[sb80,96.0,181.0,16.0,58.0]
sb97;null;sb80;[sb79,36.0,179.0,60.0,41.0]
sb54;null;sb79;[sb97,40.0,220.0,17.0,67.0]
sb68;null;sb97;[sb54,559.0,95.0,18.0,61.0]
sb30;null;sb54;[sb68,314.0,192.0,52.0,63.0]
sb42;null;sb68;[sb30,412.0,59.0,24.0,26.0]
sb41;null;sb30;[sb42,772.0,51.0,62.0,53.0]
sb89;null;sb42;[sb41,745.0,66.0,27.0,55.0]
sb44;null;sb41;[sb89,440.0,192.0,38.0,27.0]
sb96;null;sb89;[sb44,61.0,87.0,65.0,47.0]
sb55;null;sb44;[sb96,0.0,220.0,40.0,66.0]
sb3;null;sb96;[sb55,577.0,119.0,34.0,56.0]
null;null;sb55;[sb3,161.0,0.0,37.0,67.0]
sb92;sb23;sb80;[sb76,705.0,158.0,22.0,33.0]
sb57;null;sb76;[sb92,573.0,249.0,26.0,16.0]
sb66;null;sb92;[sb57,628.0,112.0,18.0,47.0]
sb17;null;sb57;[sb66,203.0,128.0,67.0,61.0]
sb87;null;sb66;[sb17,718.0,0.0,44.0,66.0]
sb9;null;sb17;[sb87,364.0,255.0,39.0,44.0]
sb61;null;sb87;[sb9,378.0,0.0,16.0,41.0]
sb45;null;sb9;[sb61,782.0,104.0,33.0,23.0]
sb49;null;sb61;[sb45,126.0,71.0,23.0,44.0]
sb26;null;sb45;[sb49,310.0,127.0,47.0,65.0]
sb24;null;sb49;[sb26,269.0,40.0,55.0,40.0]
null;null;sb26;[sb24,170.0,67.0,45.0,28.0]
null;sb40;sb76;[sb23,150.0,67.0,20.0,49.0]
sb62;sb32;sb23;[sb40,719.0,66.0,26.0,29.0]
sb43;null;sb40;[sb62,0.0,133.0,60.0,19.0]
sb88;null;sb62;[sb43,0.0,87.0,61.0,46.0]
sb21;null;sb43;[sb88,403.0,192.0,37.0,24.0]
sb65;null;sb88;[sb21,37.0,37.0,64.0,50.0]
sb93;null;sb21;[sb65,146.0,138.0,57.0,56.0]
sb99;null;sb65;[sb93,599.0,249.0,65.0,35.0]
sb12;null;sb93;[sb99,79.0,244.0,49.0,66.0]
null;null;sb99;[sb12,451.0,0.0,61.0,28.0]
sb37;sb53;sb40;[sb32,462.0,28.0,43.0,53.0]
sb5;null;sb32;[sb37,624.0,52.0,20.0,60.0]
sb50;null;sb37;[sb5,227.0,0.0,39.0,49.0]
sb10;null;sb5;[sb50,357.0,114.0,67.0,32.0]
sb31;null;sb50;[sb10,394.0,0.0,18.0,52.0]
sb48;null;sb10;[sb31,436.0,59.0,26.0,34.0]
sb77;null;sb31;[sb48,253.0,88.0,57.0,27.0]
sb70;null;sb48;[sb77,727.0,158.0,66.0,57.0]
sb69;null;sb77;[sb70,420.0,150.0,42.0,42.0]
sb86;null;sb70;[sb69,366.0,146.0,54.0,27.0]
sb75;null;sb69;[sb86,308.0,255.0,37.0,56.0]
null;null;sb86;[sb75,686.0,158.0,19.0,28.0]
sb78;sb2;sb32;[sb53,516.0,111.0,43.0,21.0]
sb0;null;sb53;[sb78,0.0,152.0,36.0,32.0]
sb46;null;sb78;[sb0,0.0,0.0,43.0,33.0]
sb18;null;sb0;[sb46,149.0,116.0,39.0,22.0]
sb27;null;sb46;[sb18,762.0,0.0,48.0,51.0]
sb58;null;sb18;[sb27,324.0,62.0,25.0,65.0]
sb94;null;sb27;[sb58,646.0,121.0,46.0,34.0]
sb11;null;sb58;[sb94,664.0,197.0,41.0,59.0]
null;null;sb94;[sb11,412.0,0.0,39.0,59.0]
sb8;sb13;sb53;[sb2,108.0,0.0,53.0,34.0]
sb74;null;sb2;[sb8,328.0,0.0,50.0,62.0]
sb98;null;sb8;[sb74,648.0,155.0,42.0,38.0]
sb95;null;sb74;[sb98,57.0,220.0,22.0,62.0]
sb51;null;sb98;[sb95,705.0,215.0,51.0,19.0]
sb84;null;sb95;[sb51,424.0,93.0,38.0,57.0]
sb39;null;sb51;[sb84,221.0,232.0,67.0,22.0]
sb7;null;sb84;[sb39,667.0,66.0,52.0,55.0]
sb90;null;sb39;[sb7,306.0,0.0,22.0,40.0]
null;null;sb7;[sb90,478.0,159.0,39.0,33.0]
sb14;sb28;sb2;[sb13,512.0,0.0,48.0,57.0]
sb64;null;sb13;[sb14,560.0,0.0,63.0,43.0]
sb81;null;sb14;[sb64,96.0,134.0,50.0,47.0]
sb22;null;sb64;[sb81,112.0,194.0,40.0,50.0]
sb71;null;sb81;[sb22,101.0,37.0,49.0,34.0]
sb52;null;sb22;[sb71,462.0,137.0,64.0,22.0]
sb34;null;sb71;[sb52,462.0,92.0,54.0,45.0]
sb20;null;sb52;[sb34,527.0,57.0,27.0,54.0]
sb36;null;sb34;[sb20,0.0,33.0,37.0,19.0]
null;null;sb20;[sb36,585.0,52.0,39.0,67.0]
sb15;null;sb13;[sb28,349.0,62.0,39.0,46.0]
sb47;null;sb28;[sb15,623.0,0.0,59.0,52.0]
sb85;null;sb15;[sb47,188.0,95.0,65.0,33.0]
sb29;null;sb47;[sb85,288.0,232.0,20.0,25.0]
sb72;null;sb85;[sb29,388.0,52.0,24.0,62.0]
sb1;null;sb29;[sb72,526.0,175.0,61.0,61.0]
sb91;null;sb72;[sb1,43.0,0.0,65.0,37.0]
sb67;null;sb1;[sb91,517.0,236.0,56.0,33.0]
sb83;null;sb91;[sb67,270.0,192.0,44.0,40.0]
sb63;null;sb67;[sb83,199.0,194.0,22.0,16.0]
null;null;sb83;[sb63,60.0,134.0,36.0,45.0]
