sb79;sb91;null;[sb87,364.0,255.0,39.0,44.0]
sb4;null;sb87;[sb79,36.0,179.0,60.0,41.0]
sb53;null;sb79;[sb4,198.0,0.0,29.0,19.0]
sb81;null;sb4;[sb53,516.0,111.0,43.0,21.0]
sb94;null;sb53;[sb81,112.0,194.0,40.0,50.0]
sb33;null;sb81;[sb94,664.0,197.0,41.0,59.0]
sb56;null;sb94;[sb33,505.0,57.0,22.0,35.0]
sb0;null;sb33;[sb56,611.0,119.0,17.0,63.0]
sb43;null;sb56;[sb0,0.0,0.0,43.0,33.0]
sb78;null;sb0;[sb43,0.0,87.0,61.0,46.0]
sb75;null;sb43;[sb78,0.0,152.0,32.0,36.0]
null;null;sb78;[sb75,686.0,158.0,28.0,19.0]
sb12;sb73;sb87;[sb91,517.0,236.0,56.0,33.0]
sb6;null;sb91;[sb12,451.0,0.0,61.0,28.0]
sb72;null;sb12;[sb6,266.0,0.0,40.0,18.0]
sb27;null;sb6;[sb72,526.0,175.0,61.0,61.0]
sb15;null;sb72;[sb27,324.0,62.0,25.0,65.0]
sb3;null;sb27;[sb15,623.0,0.0,59.0,52.0]
sb96;null;sb15;[sb3,161.0,0.0,37.0,67.0]
sb41;null;sb3;[sb96,0.0,220.0,40.0,66.0]
sb76;null;sb96;[sb41,745.0,66.0,27.0,55.0]
sb44;null;sb41;[sb76,705.0,158.0,22.0,33.0]
null;null;sb76;[sb44,61.0,87.0,65.0,47.0]
null;sb38;sb91;[sb73,587.0,182.0,61.0,67.0]
sb46;sb1;sb73;[sb38,644.0,52.0,23.0,57.0]
sb97;null;sb38;[sb46,149.0,116.0,39.0,22.0]
sb37;null;sb46;[sb97,40.0,220.0,17.0,67.0]
sb23;null;sb97;[sb37,624.0,52.0,20.0,60.0]
sb35;null;sb37;[sb23,150.0,67.0,20.0,49.0]
sb36;null;sb23;[sb35,554.0,57.0,31.0,38.0]
sb69;null;sb35;[sb36,585.0,52.0,39.0,67.0]
sb20;null;sb36;[sb69,366.0,146.0,27.0,54.0]
sb14;null;sb69;[sb20,0.0,33.0,37.0,19.0]
null;null;sb20;[sb14,560.0,0.0,63.0,43.0]
